movieID,title,year,ratingIMDB,votes,genresIMDB,tconst
m0,10 things i hate about you,1999.0,6.9,62847.0,['comedy' 'romance'],tt0147800
m1,1492: conquest of paradise,1992.0,6.2,10421.0,['adventure' 'biography' 'drama' 'history'],tt0103594
m2,15 minutes,2001.0,6.1,25854.0,['action' 'crime' 'drama' 'thriller'],tt0179626
m3,2001: a space odyssey,1968.0,8.4,163227.0,['adventure' 'mystery' 'sci-fi'],tt0062622
m4,48 hrs.,1982.0,6.9,22289.0,['action' 'comedy' 'crime' 'drama' 'thriller'],tt0083511
m5,the fifth element,1997.0,7.5,133756.0,['action' 'adventure' 'romance' 'sci-fi' 'thriller'],tt0119116
m6,8mm,1999.0,6.3,48212.0,['crime' 'mystery' 'thriller'],tt0134273
m7,a nightmare on elm street 4: the dream master,1988.0,5.2,13590.0,['fantasy' 'horror' 'thriller'],tt0095742
m8,a nightmare on elm street: the dream child,1989.0,4.7,11092.0,['fantasy' 'horror' 'thriller'],tt0097981
m9,the atomic submarine,1959.0,4.9,513.0,['sci-fi' 'thriller'],tt0052587
m10,affliction,1997.0,6.9,7252.0,['drama' 'mystery' 'thriller'],tt0118564
m11,air force one,1997.0,6.3,61978.0,['action' 'drama' 'thriller'],tt0118571
m12,airplane ii: the sequel,1982.0,5.8,15210.0,['comedy' 'romance' 'sci-fi'],tt0083530
m13,airplane!,1980.0,7.8,57692.0,['comedy' 'romance'],tt0080339
m14,alien nation,1988.0,6.1,5590.0,['crime' 'drama' 'sci-fi' 'thriller'],tt0094631
m15,aliens,1986.0,8.5,173518.0,['action' 'sci-fi' 'thriller'],tt0090605
m16,amadeus,1984.0,8.4,99138.0,['biography' 'drama' 'music'],tt0086879
m17,an american werewolf in london,1981.0,7.5,24443.0,['horror' 'romance'],tt0082010
m18,american madness,1932.0,7.4,702.0,['drama'],tt0022626
m19,american outlaws,2001.0,5.7,7425.0,['action' 'western'],tt0244000
m20,american psycho,2000.0,7.4,101357.0,['drama' 'thriller'],tt0144084
m21,antitrust,2001.0,6.0,16453.0,['drama' 'thriller'],tt0218817
m22,austin powers: international man of mystery,1997.0,7.1,75240.0,['action' 'adventure' 'comedy' 'crime'],tt0118655
m23,the avengers,1998.0,3.4,21519.0,['action' 'adventure' 'thriller'],tt0118661
m24,bachelor party,1984.0,5.9,14050.0,['comedy' 'romance'],tt0086927
m25,backdraft,1991.0,6.6,28541.0,['action' 'crime' 'drama' 'mystery' 'thriller'],tt0101393
m26,bad lieutenant,1992.0,6.9,13908.0,['crime' 'drama'],tt0103759
m27,bamboozled,2000.0,6.3,5995.0,['comedy' 'drama' 'music'],tt0215545
m28,barry lyndon,1975.0,8.1,40622.0,['drama' 'romance' 'war'],tt0072684
m29,basic,2003.0,6.3,26295.0,['crime' 'drama' 'mystery' 'thriller'],tt0264395
m30,big fish,2003.0,8.1,144264.0,['adventure' 'drama' 'fantasy'],tt0319061
m31,birthday girl,2001.0,6.0,13497.0,['comedy' 'crime' 'romance' 'thriller'],tt0188453
m32,black snake moan,2006.0,7.1,28509.0,['drama'],tt0462200
m33,black rain,,6.4,16249.0,['action' 'crime' 'drama' 'thriller'],
m34,blade runner,1982.0,8.3,188735.0,['drama' 'sci-fi' 'thriller'],tt0083658
m35,blast from the past,1999.0,6.4,23489.0,['comedy' 'drama' 'romance'],tt0124298
m36,blue velvet,1986.0,7.8,54576.0,['crime' 'mystery' 'thriller'],tt0090756
m37,the boondock saints,1999.0,7.8,87895.0,['action' 'crime' 'drama' 'thriller'],tt0144117
m38,bottle rocket,1996.0,7.2,22303.0,['comedy' 'crime'],tt0115734
m39,the bourne supremacy,2004.0,7.6,106349.0,['action' 'adventure' 'mystery' 'thriller'],tt0372183
m40,braveheart,1995.0,8.4,245652.0,['action' 'biography' 'drama' 'history' 'war'],tt0112573
m41,the butterfly effect,2004.0,7.8,104917.0,['drama' 'mystery' 'sci-fi' 'thriller'],tt0289879
m42,casablanca,1942.0,8.8,170874.0,['drama' 'romance' 'war'],tt0034583
m43,cast away,2000.0,7.5,104477.0,['adventure' 'drama'],tt0162222
m44,the cider house rules,1999.0,7.5,38836.0,['drama' 'romance'],tt0124315
m45,confidence,2003.0,6.8,17235.0,['crime' 'thriller'],tt0310910
m46,croupier,1998.0,7.2,9060.0,['crime' 'drama'],tt0159382
m47,dark star,1974.0,6.5,8303.0,['comedy' 'sci-fi' 'thriller'],tt0069945
m48,dark angel,1990.0,5.3,3452.0,['action' 'crime' 'drama' 'horror' 'sci-fi' 'thriller'],tt0099817
m49,detroit rock city,1999.0,6.5,14666.0,['comedy' 'music'],tt0165710
m50,donnie darko,2001.0,8.3,215194.0,['drama' 'mystery' 'sci-fi'],tt0246578
m51,drop dead gorgeous,1999.0,6.3,16417.0,['comedy' 'adult'],tt0157503
m52,duck soup,1933.0,8.1,27112.0,['comedy' 'musical'],tt0023969
m53,the elephant man,1980.0,8.4,59625.0,['biography' 'drama' 'history'],tt0080678
m54,erik the viking,1989.0,5.9,5889.0,['comedy' 'adventure' 'fantasy'],tt0097289
m55,eternal sunshine of the spotless mind,2004.0,8.5,224838.0,['drama' 'romance' 'sci-fi'],tt0338013
m56,even cowgirls get the blues,1993.0,4.0,3947.0,['comedy' 'drama' 'romance' 'western'],tt0106834
m57,event horizon,1997.0,6.4,45497.0,['horror' 'mystery' 'mystery' 'sci-fi' 'sci-fi'],tt0119081
m58,fantastic four,2005.0,5.7,72581.0,['action' 'adventure' 'fantasy' 'sci-fi' 'fantasy'],tt0120667
m59,fast times at ridgemont high,1982.0,7.2,31710.0,['comedy' 'drama' 'romance'],tt0083929
m60,fear and loathing in las vegas,1998.0,7.6,82748.0,['drama' 'fantasy'],tt0120669
m61,feast,2005.0,6.4,12248.0,['action' 'comedy' 'horror' 'thriller'],tt0426459
m62,frances,1982.0,7.2,2756.0,['biography' 'drama'],tt0083967
m63,frankenstein,1931.0,8.0,23522.0,['drama' 'horror' 'sci-fi'],tt0021884
m64,friday the 13th,2009.0,5.6,27499.0,['horror'],tt0758746
m65,from dusk till dawn,1996.0,7.1,81559.0,['action' 'crime' 'horror' 'thriller'],tt0116367
m66,g.i. jane,1997.0,5.6,24068.0,['action' 'drama'],tt0119173
m67,godzilla,1998.0,4.9,60310.0,['action' 'horror' 'sci-fi' 'thriller'],tt0120685
m68,galaxy quest,1999.0,7.2,53004.0,['action' 'adventure' 'comedy' 'sci-fi'],tt0177789
m69,george washington,2000.0,7.5,3142.0,['drama'],tt0262432
m70,get shorty,1995.0,6.9,33588.0,['comedy' 'crime' 'thriller'],tt0113161
m71,ghost ship,2002.0,5.3,26413.0,['horror' 'mystery' 'thriller'],tt0288477
m72,ghost world,2001.0,7.7,43550.0,['comedy' 'drama'],tt0162346
m73,the ghost and the darkness,1996.0,6.6,19954.0,['adventure' 'drama' 'thriller'],tt0116409
m74,ghostbusters ii,1989.0,6.1,45450.0,['action' 'adventure' 'comedy' 'fantasy' 'sci-fi' 'action' 'adventure' 'comedy' 'sci-fi'],tt0097428
m75,ghostbusters,1986.0,6.9,237.0,['animation' 'comedy' 'fantasy' 'sci-fi' 'horror'],
m76,gladiator,2000.0,8.4,286067.0,['action' 'adventure' 'drama'],tt0172495
m77,the graduate,1967.0,8.2,79677.0,['comedy' 'drama' 'romance'],tt0061722
m78,grand hotel,1932.0,7.7,6088.0,['drama' 'romance'],tt0022958
m79,the grifters,1990.0,7.0,11481.0,['crime' 'drama' 'thriller'],tt0099703
m80,halloween h20: 20 years later,1998.0,5.4,22353.0,['drama' 'horror' 'thriller'],tt0120694
m81,halloween: the curse of michael myers,1995.0,4.5,8743.0,['horror' 'thriller'],tt0113253
m82,happy birthday wanda june,1971.0,5.8,144.0,['comedy' 'drama'],
m83,hardcore,1979.0,6.7,2455.0,['drama'],tt0079271
m84,harold and maude,1971.0,8.1,28689.0,['comedy' 'romance'],tt0067185
m85,hellbound: hellraiser ii,1988.0,6.2,11273.0,['drama' 'horror' 'thriller'],tt0095294
m86,hellboy,2004.0,6.8,68619.0,['action' 'adventure' 'fantasy'],tt0167190
m87,hellraiser,1987.0,7.0,22922.0,['horror'],tt0093177
m88,high fidelity,2000.0,7.6,70464.0,['comedy' 'drama' 'music' 'romance'],tt0146882
m89,highlander,1986.0,7.2,41243.0,['action' 'fantasy'],tt0091203
m90,his girl friday,1940.0,8.1,20870.0,['comedy' 'drama' 'romance'],tt0032599
m91,hope and glory,1987.0,7.4,4965.0,['drama' 'war'],tt0093209
m92,house of 1000 corpses,2003.0,5.6,27033.0,['horror'],tt0251736
m93,human nature,2001.0,6.3,10017.0,['comedy' 'drama'],tt0219822
m94,the hustler,1961.0,8.2,25871.0,['drama' 'romance' 'sport'],tt0054997
m95,i am legend,2007.0,7.1,156084.0,['drama' 'sci-fi' 'thriller'],tt0480249
m96,invaders from mars,1953.0,6.4,2115.0,['horror' 'sci-fi'],tt0045917
m97,independence day,1996.0,6.6,151698.0,['action' 'adventure' 'sci-fi' 'thriller'],tt0116629
m98,indiana jones and the last crusade,1989.0,8.3,174947.0,['action' 'adventure' 'thriller' 'action' 'adventure' 'fantasy'],tt0097576
m99,indiana jones and the temple of doom,1984.0,7.5,112054.0,['action' 'adventure'],tt0087469
m100,innerspace,1987.0,6.5,16854.0,['action' 'adventure' 'comedy' 'crime' 'sci-fi'],tt0093260
m101,the insider,1999.0,8.0,69660.0,['biography' 'drama' 'thriller'],tt0140352
m102,intolerable cruelty,2003.0,6.4,36739.0,['comedy' 'romance' 'crime'],tt0138524
m103,it happened one night,1934.0,8.3,25577.0,['comedy' 'romance'],tt0025316
m104,jfk,1991.0,8.0,60406.0,['biography' 'drama' 'history' 'mystery' 'thriller'],tt0102138
m105,jackie brown,1997.0,7.6,85496.0,['crime' 'drama' 'thriller'],tt0119396
m106,jacob's ladder,,7.5,29182.0,['drama' 'mystery' 'thriller'],
m107,jason x,2001.0,4.4,18199.0,['horror' 'sci-fi'],tt0211443
m108,jaws,1975.0,8.3,140982.0,['thriller'],tt0073195
m109,juno,2007.0,7.9,152436.0,['comedy' 'drama'],tt0467406
m110,kalifornia,1993.0,6.7,21830.0,['crime' 'drama' 'thriller'],tt0107302
m111,kids,1995.0,6.8,26546.0,['crime' 'drama'],tt0113540
m112,knight moves,1992.0,5.8,3272.0,['mystery' 'thriller'],tt0104627
m113,krull,1983.0,5.9,8246.0,['fantasy' 'action' 'adventure' 'sci-fi'],tt0085811
m114,léon,1994.0,8.6,204901.0,['crime' 'drama' 'thriller'],
m115,labor of love,1998.0,4.5,45.0,[],
m116,leaving las vegas,1995.0,7.6,42919.0,['drama' 'romance'],tt0113627
m117,legally blonde,2001.0,6.2,44558.0,['comedy'],tt0250494
m118,legend,1985.0,6.2,20907.0,['fantasy' 'adventure' 'romance'],tt0089469
m119,life as a house,2001.0,7.5,19468.0,['drama' 'romance'],tt0264796
m120,the life of david gale,2003.0,7.3,38237.0,['drama' 'crime' 'thriller'],tt0289992
m121,little nicky,2000.0,5.0,35489.0,['fantasy' 'comedy' 'romance' 'animation' 'comedy' 'fantasy' 'horror'],tt0185431
m122,logan's run,1976.0,6.7,15152.0,['action' 'sci-fi'],tt0074812
m123,lost highway,1997.0,7.6,42998.0,['drama' 'horror' 'mystery' 'thriller'],tt0116922
m124,lost horizon,1937.0,7.8,5509.0,['adventure' 'drama' 'fantasy' 'mystery'],tt0029162
m125,men in black,1997.0,7.0,121719.0,['action' 'adventure' 'comedy' 'sci-fi'],tt0119654
m126,minority report,2002.0,7.7,137009.0,['action' 'crime' 'mystery' 'sci-fi' 'thriller' 'action' 'animation' 'drama' 'mystery' 'sci-fi' 'thriller'],tt0181689
m127,made,2001.0,6.4,9774.0,['comedy' 'crime' 'drama' 'thriller'],tt0227005
m128,malcolm x,1992.0,7.7,23317.0,['biography' 'drama' 'history'],tt0104797
m129,man on fire,2004.0,7.7,76517.0,['action' 'crime' 'drama' 'thriller'],tt0328107
m130,marty,1955.0,7.7,6379.0,['drama' 'romance'],tt0048356
m131,mash,1970.0,7.8,29358.0,['comedy' 'war' 'drama'],
m132,meet john doe,1941.0,7.7,4841.0,['comedy' 'drama' 'romance'],tt0033891
m133,metro,1997.0,5.3,9601.0,['action' 'comedy' 'crime' 'drama' 'thriller'],tt0119664
m134,metropolis,1927.0,8.4,40730.0,['adventure' 'drama' 'sci-fi'],tt0017136
m135,mighty morphin power rangers,1994.0,8.2,35.0,['action' 'family'],
m136,mobsters,1991.0,5.5,3574.0,['crime' 'drama'],tt0102460
m137,monkeybone,2001.0,4.5,8258.0,['animation' 'comedy' 'fantasy' 'romance'],tt0166276
m138,my mother dreams the satan's disciples in new york,1998.0,6.7,70.0,['short'],
m139,mr. smith goes to washington,1939.0,8.4,33984.0,['drama'],tt0031679
m140,mr. deeds goes to town,1936.0,8.0,7594.0,['comedy' 'romance'],tt0027996
m141,mumford,1999.0,6.8,6333.0,['comedy' 'drama'],tt0140397
m142,the mummy,1999.0,6.9,96736.0,['action' 'adventure' 'fantasy'],tt0120616
m143,mystery men,1999.0,5.9,31817.0,['action' 'comedy' 'fantasy'],tt0132347
m144,napoleon,1995.0,5.5,486.0,['family' 'adventure'],tt0113932
m145,next friday,2000.0,5.4,10267.0,['comedy'],tt0195945
m146,nick of time,1995.0,6.2,15945.0,['crime' 'drama' 'thriller'],tt0113972
m147,the night of the hunter,1955.0,8.2,26211.0,['drama' 'film-noir' 'thriller'],tt0048424
m148,a nightmare on elm street,1984.0,7.4,47161.0,['horror'],tt0087800
m149,ninotchka,1939.0,7.9,6951.0,['comedy' 'romance'],tt0031725
m150,nixon,1995.0,7.1,13878.0,['biography' 'drama'],tt0113987
m151,no country for old men,2007.0,8.3,202649.0,['crime' 'drama' 'mystery' 'thriller' 'western'],tt0477348
m152,nurse betty,2000.0,6.4,20473.0,['comedy' 'crime' 'romance' 'thriller'],tt0171580
m153,o brother where art thou?,2000.0,7.8,95628.0,['comedy' 'adventure' 'crime' 'music'],
m154,an officer and a gentleman,1982.0,6.8,16883.0,['drama' 'romance'],tt0084434
m155,panic room,2002.0,6.9,69824.0,['thriller'],tt0258000
m156,panther,,5.9,1129.0,['drama'],tt10168324
m157,the patriot,2000.0,6.9,79207.0,['action' 'drama' 'war'],tt0187393
m158,pet sematary,1989.0,6.3,19851.0,['drama' 'fantasy' 'horror' 'mystery' 'thriller'],tt0098084
m159,pirates of the caribbean,2003.0,7.2,329.0,['adventure' 'fantasy' 'horror'],
m160,plastic man,1999.0,6.7,29.0,['drama'],
m161,platinum blonde,1931.0,6.9,1119.0,['comedy' 'romance'],tt0022268
m162,pleasantville,1998.0,7.5,49669.0,['comedy' 'drama' 'fantasy'],tt0120789
m163,punch-drunk love,2002.0,7.4,50312.0,['comedy' 'drama' 'romance'],tt0272338
m164,quills,2000.0,7.3,22657.0,['biography' 'drama' 'history' 'romance'],tt0180073
m165,rko 281,1999.0,7.1,3543.0,['biography' 'drama'],
m166,raging bull,1980.0,8.4,91851.0,['biography' 'drama' 'sport'],tt0081398
m167,rear window,1954.0,8.7,121165.0,['crime' 'mystery' 'romance' 'thriller'],tt0047396
m168,rebel without a cause,1955.0,7.9,27791.0,['drama' 'romance'],tt0048545
m169,reindeer games,2000.0,5.5,16951.0,['action' 'crime' 'drama' 'thriller'],tt0184858
m170,reservoir dogs,1992.0,8.4,217185.0,['crime' 'mystery' 'thriller'],tt0105236
m171,roughshod,1949.0,6.9,115.0,['action' 'drama' 'romance' 'western'],tt0041827
m172,scary movie 2,2001.0,4.7,44511.0,['comedy'],tt0257106
m173,serial mom,1994.0,6.4,11077.0,['comedy' 'thriller'],tt0111127
m174,the seventh victim,1943.0,6.9,1596.0,['drama' 'horror' 'thriller'],tt0036341
m175,sex lies and videotape,1989.0,7.1,18505.0,['drama'],
m176,shivers,1975.0,6.5,4940.0,['horror' 'sci-fi'],tt0073705
m177,shock treatment,1981.0,5.4,1884.0,['comedy' 'musical'],tt0083067
m178,sideways,2004.0,7.8,70349.0,['comedy' 'drama' 'romance'],tt0375063
m179,signs,2002.0,6.9,113119.0,['drama' 'mystery' 'sci-fi' 'thriller'],tt0286106
m180,silverado,1985.0,7.0,14355.0,['action' 'western'],tt0090022
m181,simone,2010.0,8.3,9.0,['short' 'drama' 'horror' 'thriller'],
m182,the sixth sense,1999.0,8.2,244162.0,['drama' 'mystery' 'thriller'],tt0167404
m183,slash,2002.0,4.2,899.0,['comedy' 'horror' 'thriller'],tt0301848
m184,slither,2006.0,6.6,26497.0,['comedy' 'horror' 'sci-fi'],tt0439815
m185,smokey and the bandit,1977.0,6.6,14147.0,['action' 'comedy' 'crime' 'romance'],tt0076729
m186,smokin' aces,2006.0,6.6,58048.0,['action' 'crime' 'drama' 'thriller'],tt0475394
m187,solaris,2002.0,6.2,33541.0,['drama' 'mystery' 'romance' 'sci-fi'],tt0307479
m188,someone to watch over me,1987.0,6.1,3909.0,['action' 'crime' 'drama' 'romance' 'thriller'],tt0094008
m189,spider-man,2002.0,7.4,169898.0,['action' 'adventure' 'fantasy' 'sci-fi' 'action' 'adventure' 'sci-fi' 'thriller'],tt0145487
m190,stalag 17,1953.0,8.2,21182.0,['drama' 'war'],tt0046359
m191,star trek: generations,1994.0,6.5,26662.0,['action' 'mystery' 'sci-fi' 'thriller'],tt0111280
m192,star trek iii: the search for spock,1984.0,6.5,22466.0,['action' 'adventure' 'sci-fi' 'thriller'],tt0088170
m193,star trek: the wrath of khan,1982.0,7.8,36503.0,['action' 'adventure' 'sci-fi' 'thriller'],
m194,star trek iv: the voyage home,1986.0,7.3,26423.0,['adventure' 'comedy' 'sci-fi'],tt0092007
m195,star trek: insurrection,1998.0,6.3,26728.0,['action' 'adventure' 'sci-fi' 'thriller'],tt0120844
m196,star trek: first contact,1996.0,7.6,45429.0,['action' 'adventure' 'sci-fi' 'thriller'],tt0117731
m197,star trek vi: the undiscovered country,1991.0,7.2,23751.0,['action' 'mystery' 'sci-fi' 'thriller'],tt0102975
m198,star trek: nemesis,2002.0,6.4,28682.0,['action' 'sci-fi' 'thriller'],tt0253754
m199,starman,1984.0,6.9,14204.0,['adventure' 'drama' 'romance' 'sci-fi'],tt0088172
m200,strange days,1995.0,7.1,27744.0,['action' 'crime' 'drama' 'fantasy' 'music' 'mystery' 'sci-fi' 'thriller'],tt0114558
m201,suspect zero,2004.0,5.8,9914.0,['crime' 'horror' 'sci-fi' 'thriller'],tt0324127
m202,swingers,1996.0,7.6,32427.0,['comedy' 'drama'],tt0117802
m203,the godfather,1972.0,9.2,419312.0,['crime' 'drama' 'thriller'],tt0068646
m204,the talented mr. ripley,1999.0,7.2,64055.0,['crime' 'drama' 'thriller'],tt0134119
m205,taxi driver,1976.0,8.6,159525.0,['drama' 'thriller'],tt0075314
m206,the rock,1996.0,7.3,109533.0,['action' 'adventure' 'thriller'],tt0117500
